name,brand,category,price_category,current_price,original_price,savings_amount,discount_percent,value_score,rating,num_reviews,has_reviews,num_straps,bluetooth_calling,amoled_display,water_resistant,express_delivery,scraped_date,dataset_version
Infinix XWatch H4 Smart Watch XW4L,Generic,Standard Smartwatch,Mid-Range,3799,7999,4200,53.0,58.58,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Okpu D96 Plus Smart Watch With Mini Fan Earphone Watch,Generic,Standard Smartwatch,Mid-Range,3099,6000,2901,48.0,44.92,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
C9 Pro Double Straps Smart Watch,Generic,Standard Smartwatch,Budget,1899,3699,1800,49.0,46.42,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
TF7 Ultra Seven Straps Smart Watch,Generic,Standard Smartwatch,Mid-Range,2399,5576,3177,57.0,75.45,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
D29 Mini Ladies Smart Watch,Generic,Ladies Smartwatch,Mid-Range,2599,5000,2401,48.0,44.33,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Crown S300 7+1+1 Smart Watch with Earbuds,Crown,Smartwatch + Accessories,Mid-Range,2299,6000,3701,62.0,99.77,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
S1000 Pro 7+1 Series 10 Smart Watch,Generic,Standard Smartwatch,Budget,1549,3999,2450,61.0,96.42,5.0,0,0,7,0,0,0,1,2026-01-16,1.0
Watch 10 Max Double Straps Smart Watch,Generic,Standard Smartwatch,Budget,1649,3799,2150,57.0,74.27,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
TX10 Pro Max Smart Watch,Generic,Standard Smartwatch,Budget,1599,3499,1900,54.0,64.12,3.0,0,0,1,0,0,0,1,2026-01-16,1.0
W34 Plus Smartwatch,Generic,Standard Smartwatch,Budget,1899,4000,2101,53.0,58.61,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Crown AZ100 ( 7+1 ) Smart Watch,Crown,Standard Smartwatch,Budget,1699,3299,1600,48.0,45.18,0.0,0,0,7,0,0,0,0,2026-01-16,1.0
V16 Pro Max ( 7+1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1899,4000,2101,53.0,58.61,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
S1000 Pro Max ( 7+2 ) Smart Watch,Generic,Standard Smartwatch,Mid-Range,2299,4999,2700,54.0,63.39,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Samsung Watch 8 40mm,Samsung,Premium Watch,Luxury,62499,109999,47500,43.0,32.68,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
MK-X20 Series 10 ( 7 in 1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1799,3000,1201,40.0,26.69,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
GT16 Dual Straps Smart Watch,Generic,Standard Smartwatch,Budget,1849,3100,1251,40.0,27.05,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Nothing CMF Watch 3 Pro,Generic,Standard Smartwatch,Luxury,25499,53000,27501,52.0,56.08,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Huawei Watch Gt6 Pro,Huawei,Standard Smartwatch,Luxury,79999,150000,70001,47.0,41.13,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Samsung Galaxy Watch 8 Classic (1 Year Brand Warranty),Samsung,Premium Watch,Luxury,99999,119699,19700,16.0,3.15,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Login L-106 Rover Smart Watch,Login,Standard Smartwatch,Premium,7999,11999,4000,33.0,16.5,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Login L-108 Royal Smart Watch,Login,Standard Smartwatch,Premium,11799,17999,6200,34.0,17.86,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Amaya ASW-01 Smart Watch,Generic,Standard Smartwatch,Premium,9839,12300,2461,20.0,5.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
IW8 Ultra Series 8 Smart Watch,Generic,Standard Smartwatch,Mid-Range,4199,6200,2001,32.0,15.25,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
G9 Ultra Pro Smartwatch,Generic,Standard Smartwatch,Mid-Range,2699,7200,4501,63.0,105.02,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
Dany Thunder Smart Watch,Generic,Standard Smartwatch,Premium,8999,19999,11000,55.0,67.22,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
BW8 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,4499,5900,1401,24.0,7.47,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
W&O X9 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,3749,8000,4251,53.0,60.08,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
W&O X9 Pro Smart Watch,Generic,Standard Smartwatch,Mid-Range,4149,8000,3851,48.0,44.54,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
H20 8 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,2099,8500,6401,75.0,228.61,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Matrix Pro Amoled Smart Watch,Zero,Standard Smartwatch,Premium,12999,29999,17000,57.0,74.54,4.0,0,0,1,0,1,0,1,2026-01-16,1.0
Z87 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,4199,6000,1801,30.0,12.86,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
TS Ultra 2 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2599,4000,1401,35.0,18.86,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Ts9 Pro Max Series 9 Smart Watch,Generic,Standard Smartwatch,Mid-Range,3249,8000,4751,59.0,86.25,4.7,0,0,1,0,0,0,1,2026-01-16,1.0
Jx8 Ultra Smart Watch,Generic,Standard Smartwatch,Mid-Range,2799,6500,3701,57.0,75.34,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
OP88 Smart Watch,Generic,Standard Smartwatch,Mid-Range,3499,8000,4501,56.0,72.02,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Z86 Pro Max Smart Island Watch With 3 Straps,Generic,Standard Smartwatch,Mid-Range,3499,5800,2301,40.0,26.3,4.5,0,0,3,0,0,0,1,2026-01-16,1.0
Z80 PRO Bluetooth Calling Watch With 2 Strap,Generic,Standard Smartwatch,Mid-Range,3099,6000,2901,48.0,44.92,0.0,0,0,2,1,0,0,1,2026-01-16,1.0
SYSKA Astro SW280 Round Dial Smart Watch,Generic,Standard Smartwatch,Mid-Range,3799,7500,3701,49.0,47.72,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Ws13 Max Smart Watch,Generic,Standard Smartwatch,Mid-Range,3549,5000,1451,29.0,11.85,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Dizo Watch D by Realme TechLife,Generic,Standard Smartwatch,Premium,7499,8999,1500,17.0,3.4,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
HUAWEI Band 9,Huawei,Fitness Band,Premium,8399,20000,11601,58.0,80.1,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
M4 LED Sports Watch Smart Band,Generic,Fitness Band,Budget,1049,1800,751,42.0,30.04,4.7,0,0,1,0,0,0,1,2026-01-16,1.0
Y200 Smart Watch,Generic,Standard Smartwatch,Premium,5299,8000,2701,34.0,17.33,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
HY Ultra2 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2549,3450,901,26.0,9.19,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
V200 Ultra Smartwatch,Generic,Standard Smartwatch,Mid-Range,2699,4000,1301,33.0,15.9,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
L23 series 9 Smart watch,Generic,Standard Smartwatch,Budget,1699,3000,1301,43.0,32.91,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
JS3 Cyber Smartwatch,Generic,Standard Smartwatch,Premium,5798,6500,702,11.0,1.33,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Z97 Mini series 9 4 in 1 smart watch,Generic,Standard Smartwatch,Mid-Range,3299,5000,1701,34.0,17.53,5.0,0,0,4,0,0,0,1,2026-01-16,1.0
Ultra 2 12+1 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2599,6000,3401,57.0,74.56,0.0,0,0,12,0,0,0,1,2026-01-16,1.0
S10 Pro Max 7 in 1 Smart Watch,Generic,Standard Smartwatch,Budget,1799,4000,2201,55.0,67.25,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
Amazfit Pop 3S,Amazfit,Standard Smartwatch,Premium,10999,25000,14001,56.0,71.28,4.7,0,0,1,0,0,0,1,2026-01-16,1.0
Itel O41 Smart Watch,Generic,Standard Smartwatch,Premium,6249,13999,7750,55.0,68.2,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
Series 9 HD81 Max smart watch 3 in 1 straps,Generic,Standard Smartwatch,Budget,1599,2900,1301,45.0,36.59,4.0,0,0,3,0,0,0,1,2026-01-16,1.0
D500 Series 9 Smart Watch 10in1,Generic,Standard Smartwatch,Mid-Range,3199,5000,1801,36.0,20.26,0.0,0,0,10,0,0,0,0,2026-01-16,1.0
H10 MINI Smart Watch,Generic,Standard Smartwatch,Mid-Range,3499,6500,3001,46.0,39.44,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
WS03 Ultra 2 Smartwatch with 7 Straps,Generic,Standard Smartwatch,Budget,1849,3500,1651,47.0,41.94,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
N9 Max Smart Watch,Generic,Standard Smartwatch,Mid-Range,2299,5000,2701,54.0,63.41,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
H6 lexafit Smart Watch Series 9,Generic,Standard Smartwatch,Budget,1799,4000,2201,55.0,67.25,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
T2 Pro Smart Watch,Generic,Standard Smartwatch,Mid-Range,3399,6900,3501,51.0,52.52,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
KW5 Ultra 2 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2299,5500,3201,58.0,80.72,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
GS8+ Ultra Bluetooth Calling Watch,Generic,Standard Smartwatch,Premium,5799,8500,2701,32.0,14.9,0.0,0,0,1,1,0,0,0,2026-01-16,1.0
DT8 Ultra Bluetooth Calling Watch Series 8 49MM,Generic,Standard Smartwatch,Premium,5999,8000,2001,25.0,8.34,5.0,0,0,1,1,0,0,1,2026-01-16,1.0
T800 Ultra Smart Watch,Generic,Standard Smartwatch,Budget,1249,3299,2050,62.0,101.68,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
Apple Logo Watch 8 Ultra,Apple,Standard Smartwatch,Premium,5249,7499,2250,30.0,12.86,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
BML Ultra Max Smart Watch,Generic,Standard Smartwatch,Mid-Range,4499,5999,1500,25.0,8.33,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
LOGIN LT-W8 Business Smartwatch,Login,Standard Smartwatch,Premium,6299,7499,1200,16.0,3.05,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
D20 Ultra Smart Band,Generic,Fitness Band,Budget,1249,1999,750,38.0,22.8,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
Z76 Ultra SmartWatch 49mm,Generic,Standard Smartwatch,Mid-Range,3399,6000,2601,43.0,32.9,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
I8 Ultra Max Smart Watch,Generic,Standard Smartwatch,Budget,1179,2800,1621,58.0,79.68,4.4,0,0,1,0,0,0,1,2026-01-16,1.0
HOTTU HOT10 Pulse Smart Watch,Generic,Standard Smartwatch,Premium,7949,9000,1051,12.0,1.59,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Dany D-Force Smart Watch,Generic,Standard Smartwatch,Premium,7999,20999,13000,62.0,100.75,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
i9 Ultra Max Smart Watch,Generic,Standard Smartwatch,Budget,1299,5000,3701,74.0,210.67,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
ZK8 Pro Max Ultra Smart Watch,Generic,Standard Smartwatch,Premium,7199,8500,1301,15.0,2.71,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Q Smart Watch,Generic,Standard Smartwatch,Mid-Range,3799,7999,4200,53.0,58.58,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
D18 Smart Watch,Generic,Standard Smartwatch,Budget,999,2000,1001,50.0,50.05,4.8,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Ignite Smart Watch,Zero,Standard Smartwatch,Mid-Range,4949,19999,15050,75.0,228.03,4.9,0,0,1,0,0,0,1,2026-01-16,1.0
GS Ultra 2 Amoled SmartWatch,Generic,Standard Smartwatch,Mid-Range,4499,10999,6500,59.0,85.22,5.0,0,0,1,0,1,0,1,2026-01-16,1.0
S100 Pro Max Smart Watch With 4 Straps,Generic,Standard Smartwatch,Mid-Range,3399,5800,2401,41.0,28.95,5.0,0,0,4,0,0,0,1,2026-01-16,1.0
Zero Spark Smart Watch,Zero,Standard Smartwatch,Premium,6999,21499,14500,67.0,138.79,4.0,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Nova Smart Watch,Zero,Standard Smartwatch,Premium,6999,23499,16500,70.0,165.0,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Watch 9 Max Smart Watch,Generic,Standard Smartwatch,Budget,1699,4000,2301,58.0,78.5,4.6,0,0,1,0,0,0,1,2026-01-16,1.0
HW69 Ultra 2 SmartWatch Amoled,Generic,Standard Smartwatch,Mid-Range,4499,8500,4001,47.0,41.79,0.0,0,0,1,0,1,0,0,2026-01-16,1.0
HW13 Mini Smartwatch with 2 Straps,Generic,Standard Smartwatch,Premium,5799,8000,2201,28.0,10.63,0.0,0,0,2,0,0,0,1,2026-01-16,1.0
G-Tide SmartWatch Anita,Generic,Standard Smartwatch,Premium,6399,12000,5601,47.0,41.13,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
WS900 Max Smart Watch,Generic,Standard Smartwatch,Mid-Range,3199,4000,801,20.0,5.01,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
WS91 Max Smartwatch,Generic,Standard Smartwatch,Mid-Range,2499,6000,3501,58.0,81.22,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Dizo Watch Pro by Realme TechLife,Generic,Standard Smartwatch,Premium,12999,14999,2000,13.0,2.0,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Dizo Watch R Talk Go Smart Watch by Realme TechLife,Generic,Standard Smartwatch,Premium,12499,14999,2500,17.0,3.4,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Dany Evolution Smart Watch,Generic,Standard Smartwatch,Premium,11999,29999,18000,60.0,90.0,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
T10 Ultra 2 Smartwatch,Generic,Standard Smartwatch,Budget,1299,3500,2201,63.0,106.66,4.9,0,0,1,0,0,0,1,2026-01-16,1.0
T20 Ultra2 With 4 Strap Series 9,Generic,Standard Smartwatch,Budget,1449,4000,2551,64.0,112.6,4.6,0,0,4,0,0,0,1,2026-01-16,1.0
Zero Delta Smartwatch,Zero,Standard Smartwatch,Premium,8999,29999,21000,70.0,163.33,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
i10 Ultra Max Smart Watch,Generic,Standard Smartwatch,Budget,1399,2400,1001,42.0,30.03,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Z81 Pro Max Smart Watch,Generic,Standard Smartwatch,Mid-Range,3299,4500,1201,27.0,9.83,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
KW19 max Smart Watch,Generic,Standard Smartwatch,Mid-Range,2599,3300,701,21.0,5.66,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
D20 Bluetooth Smart Band,Generic,Fitness Band,Budget,849,1750,901,51.0,54.06,3.7,0,0,1,0,0,0,1,2026-01-16,1.0
ULTRA 12+1 Smartwatch,Generic,Standard Smartwatch,Mid-Range,2999,4500,1501,33.0,16.51,0.0,0,0,12,0,0,0,1,2026-01-16,1.0
Fendior S300 Ultra 2 7 Straps Smart Watch,Generic,Standard Smartwatch,Mid-Range,2499,4600,2101,46.0,38.66,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
Ultra 9 Watch 7 in 1 strap smart watch,Generic,Standard Smartwatch,Mid-Range,2599,3500,901,26.0,9.01,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
T30 ultra 2 Smart watch,Generic,Standard Smartwatch,Budget,1699,3000,1301,43.0,32.91,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
"7 in 2 Crown Smart Watch with 7 Straps, 2 Watches (S9 & Ultra 2), Wireless Charger",Crown,Standard Smartwatch,Mid-Range,3049,5000,1951,39.0,24.95,4.9,0,0,7,0,0,0,0,2026-01-16,1.0
Crown 9+1 Ultra 2 Smart Watch,Crown,Standard Smartwatch,Mid-Range,2699,4000,1301,33.0,15.9,0.0,0,0,9,0,0,0,1,2026-01-16,1.0
D9 watch 4 pro 7 strap smart watch,Generic,Standard Smartwatch,Mid-Range,4299,5000,701,14.0,2.28,5.0,0,0,7,0,0,0,0,2026-01-16,1.0
Ultra 9 7in 1 with earbuds smart watch,Generic,Smartwatch + Accessories,Mid-Range,2999,5000,2001,40.0,26.68,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
i90 Ultra 2 MAX SUIT 10 in 1 Smart Watch,Generic,Smartwatch + Accessories,Mid-Range,2799,4500,1701,38.0,23.08,5.0,0,0,10,0,0,0,1,2026-01-16,1.0
USE ULTRA 12 7+1 SMART WATCH,Generic,Standard Smartwatch,Mid-Range,2699,3000,301,10.0,1.11,0.0,0,0,7,0,0,0,0,2026-01-16,1.0
Gen 18 Luxury Gold Smart Watch,Generic,Luxury Smartwatch,Mid-Range,4599,8300,3701,45.0,36.21,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Watch 4 pro Luxury Gold Round dial Smart Watch,Generic,Luxury Smartwatch,Mid-Range,2999,5000,2001,40.0,26.68,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
X90 ULTRA 2 MAX Golden Smart Watch,Generic,Luxury Smartwatch,Mid-Range,2499,5000,2501,50.0,50.02,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
C9 Ultra Max Gold Edition Color Smartwatch,Generic,Luxury Smartwatch,Mid-Range,2499,5000,2501,50.0,50.02,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
J30 Ultra 2 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2199,3900,1701,44.0,34.02,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
D100 ultra smart watch 2 in 1,Generic,Smartwatch + Accessories,Mid-Range,2699,5500,2801,51.0,52.91,0.0,0,0,2,0,0,0,0,2026-01-16,1.0
D20 Ultra 2 + S9 Smartwatch With 7 Straps,Generic,Standard Smartwatch,Mid-Range,3899,7000,3101,44.0,34.99,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
HW Zero Smart Watch Men Smartwatch,Zero,Standard Smartwatch,Mid-Range,4499,8900,4401,49.0,47.92,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
GEN 19 Smartwatch Amoled Display Smart Watch,Generic,Standard Smartwatch,Mid-Range,3999,7500,3501,47.0,41.14,0.0,0,0,1,0,1,0,1,2026-01-16,1.0
Gen 16 Smartwatch,Generic,Standard Smartwatch,Mid-Range,4599,8200,3601,44.0,34.44,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
X10 Ultra 3 Smartwatch Curved Screen,Generic,Standard Smartwatch,Mid-Range,4199,8500,4301,51.0,52.23,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Huawei Watch Fit 3 With one Year Brand Warranty,Huawei,Fitness Band,Luxury,27899,35000,7101,20.0,5.09,4.5,0,0,1,0,0,0,1,2026-01-16,1.0
V22 Max Smart Watch with 14 Straps,Generic,Standard Smartwatch,Mid-Range,3199,6700,3501,52.0,56.89,0.0,0,0,14,0,0,0,0,2026-01-16,1.0
HW12 Pro 3 AMOLED Display Series 10 Smart Watch,Generic,Standard Smartwatch,Mid-Range,4799,9000,4201,47.0,41.13,5.0,0,0,1,0,1,0,1,2026-01-16,1.0
Dany Boss Smartwatch,Generic,Standard Smartwatch,Premium,8999,18999,10000,53.0,58.89,5.0,0,0,1,0,0,0,0,2026-01-16,1.0
Tk706 Ultra Smart Watch With Headphone,Generic,Smartwatch + Accessories,Mid-Range,2999,6000,3001,50.0,50.02,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Gen22 Ladies Diamond Luxury Smart Watch,Generic,Ladies Smartwatch,Mid-Range,3299,8000,4701,59.0,84.05,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
TN88 Pro Amoled Ultra Thin Dial Super Luxury Smart Watch,Generic,Luxury Smartwatch,Premium,7999,17000,9001,53.0,59.63,5.0,0,0,1,0,1,0,1,2026-01-16,1.0
Apple Watch Ultra 2 (2024) 49mm,Apple,Premium Watch,Luxury,227999,280000,52001,19.0,4.33,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
I80 Suite Double Dials 7 Straps Smart Watch With Earbuds,Generic,Smartwatch + Accessories,Mid-Range,4999,10000,5001,50.0,50.01,5.0,0,0,7,0,0,0,1,2026-01-16,1.0
D92 Watch 5 Pro Smart Watch With 3 Straps and Earbuds,Generic,Smartwatch + Accessories,Mid-Range,3999,6000,2001,33.0,16.51,0.0,0,0,3,0,0,0,1,2026-01-16,1.0
D33 Watch 5 Pro 2 in 1 With TWS Earbuds Smart Watch,Generic,Smartwatch + Accessories,Mid-Range,3599,5500,1901,35.0,18.48,0.0,0,0,2,0,0,0,0,2026-01-16,1.0
HiFuture APEX AMOLED Display Smartwatch,Generic,Standard Smartwatch,Luxury,25299,28000,2701,10.0,1.07,0.0,0,0,1,0,1,0,0,2026-01-16,1.0
Hw X PRO Series 10 Smart Watch,Generic,Standard Smartwatch,Mid-Range,3999,7000,3001,43.0,32.26,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Revoltt Pro Smart Watch,Zero,Standard Smartwatch,Premium,11299,29999,18700,62.0,102.6,4.6,0,0,1,0,0,0,1,2026-01-16,1.0
HD10 Mini Smart Watch With 3 Straps,Generic,Standard Smartwatch,Mid-Range,2249,5000,2751,55.0,67.25,0.0,0,0,3,0,0,0,1,2026-01-16,1.0
Infinix XW3GT Smart Watch,Generic,Standard Smartwatch,Premium,5999,15000,9001,60.0,90.01,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Q11 Rough LED Flashlight Smart Watch,Generic,Sport/Outdoor Watch,Budget,1849,3000,1151,38.0,23.64,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
T-Watch X Max Series 10 Smart Watch With 7 Straps,Generic,Standard Smartwatch,Budget,1849,4000,2151,54.0,62.79,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
Xiaomi Redmi Watch 5,Xiaomi,Standard Smartwatch,Luxury,22499,29999,7500,25.0,8.33,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
Blaktron Halo T2 Smart Watch,Generic,Standard Smartwatch,Premium,8449,9730,1281,13.0,1.97,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Fitbit Charge 5 Smart Watch,Fitbit,Standard Smartwatch,Luxury,42799,49999,7200,14.0,2.36,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Infinix XW3P Smart Watch,Generic,Standard Smartwatch,Premium,8699,12999,4300,33.0,16.31,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
GT7 Ultra Smart Watch,Generic,Standard Smartwatch,Budget,1899,3999,2100,53.0,58.58,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
M9 Smart Band,Generic,Fitness Band,Budget,1149,2500,1351,54.0,63.44,3.0,0,0,1,0,0,0,1,2026-01-16,1.0
EZ Max-5 Ultra 2 Smart Watch with earbuds and 7 straps,Generic,Smartwatch + Accessories,Mid-Range,2549,5000,2451,49.0,47.1,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
Xiaomi Mi Band 10,Xiaomi,Fitness Band,Premium,11999,17000,5001,29.0,12.09,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
D79 Mini Ladies Smart Watch,Generic,Ladies Smartwatch,Mid-Range,3599,7000,3401,49.0,46.29,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Series X 7 in 1 Smart Watch,Generic,Standard Smartwatch,Budget,1799,3499,1700,49.0,46.28,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
S30 Pro max Series 10 (7 in 1) Smart Watch,Generic,Standard Smartwatch,Budget,1799,3599,1800,50.0,50.0,5.0,0,0,7,0,0,0,1,2026-01-16,1.0
HG100 Ultra 3 ( 7+1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1749,3899,2150,55.0,67.57,0.0,0,0,7,0,0,0,0,2026-01-16,1.0
TechPlus Fashion Smart Watch,Generic,Standard Smartwatch,Premium,5999,5999,0,0.0,0.0,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
KW25 Max Series 10 ( 3+1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1649,2700,1051,39.0,24.84,0.0,0,0,3,0,0,0,0,2026-01-16,1.0
AZ300 Ultra 2 ( 7 in 1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1649,2700,1051,39.0,24.84,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
U10 Plus Series 10 ( 7 in 1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1599,2600,1001,39.0,24.4,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
HW X MAX+ Smart Watch,Generic,Standard Smartwatch,Mid-Range,4999,9400,4401,47.0,41.37,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
P9 Series 10 Smart Watch,Generic,Standard Smartwatch,Mid-Range,2499,4200,1701,41.0,27.9,5.0,0,0,1,0,0,0,1,2026-01-16,1.0
HG06 Series 10 ( 7 in 1 ) Smart Watch,Generic,Standard Smartwatch,Budget,1599,3000,1401,47.0,41.15,0.0,0,0,7,0,0,0,1,2026-01-16,1.0
Oraimo OSW-814 Watch Nova 2,Generic,Standard Smartwatch,Premium,8999,11999,3000,25.0,8.33,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Login L-103 Gentlemen Smart Watch,Login,Standard Smartwatch,Premium,9499,19999,10500,53.0,58.58,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Login L-110 Enigma Diva Smart Watch,Login,Standard Smartwatch,Premium,10499,13999,3500,25.0,8.33,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
HW9 Pro Max Smart Watch (3 Straps in 1),Generic,Standard Smartwatch,Premium,6399,8000,1601,20.0,5.0,0.0,0,0,3,0,0,0,1,2026-01-16,1.0
GW8 Ultra Smart Watch 49mm,Generic,Standard Smartwatch,Mid-Range,4499,5700,1201,21.0,5.6,0.0,0,0,1,0,0,0,1,2026-01-16,1.0
Oale Le Smart Watch,Generic,Standard Smartwatch,Premium,5199,6400,1201,19.0,4.39,0.0,0,0,1,0,0,0,0,2026-01-16,1.0
Z69 Ultra Smart Watch With 2 Straps,Generic,Standard Smartwatch,Mid-Range,4799,7000,2201,31.0,14.21,0.0,0,0,2,0,0,0,0,2026-01-16,1.0
TG58 Ultra Apple Logo Smart Watch,Apple,Standard Smartwatch,Mid-Range,3999,5999,2000,33.0,16.5,4.0,0,0,1,0,0,0,1,2026-01-16,1.0
Zero Revoltt Smart Watch,Zero,Standard Smartwatch,Premium,9999,29999,20000,67.0,134.0,4.9,0,0,1,0,0,0,1,2026-01-16,1.0
